category,assessment,ndar_structure,banda_var,ndar_var,notes,fixed_value,respondent,var_type,recode,na_val,T2,T3,Notes,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
ado,mfq,mfq01,mfq13,mfq13,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq14,mfq14,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq15,mfq15,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq16,mfq16,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq17,mfq17,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq18,mfq18,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq19,mfq19,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq20,mfq20,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq21,mfq21,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq22,mfq22,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq23,mfq23,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq24,mfq24,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq25,mfq25,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq26,mfq26,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq27,mfq27,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq28,mfq28,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq29,mfq29,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq30,mfq30,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq31,mfq31,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq32,mfq32,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq33,mfq33,Change from 0::2 to 1::3,,Child,var,plus1,,1.0,1.0,,,,,,
ado,mfq,mfq01,mfq_total,mfqtot,,,Child,comp,,,1.0,1.0,,,,,,
ado,neo,nffi01,neo1,neo_ne1,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo2,neo_ne2,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo3,neo_ne3,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo4,neo_ne4,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo5,neo_ne5,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo6,neo_ne6,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo7,neo_ne7,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo8,neo_ne8,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo9,neo_ne9,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo10,neo_ne10,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo11,neo_ne11,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo12,neo_ne12,,,Child,var,,,,,,,,,,
ado,neo,nffi01,neo_total,neo_ne_total,,,Child,comp,,,,,,,,,,
ado,rbqa,rbqa01,rbqa1,rbqa1,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa2,rbqa2,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa3,rbqa3,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa4,rbqa4,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa5,rbqa5,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa6,rbqa6,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa7,rbqa7,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa8,rbqa8,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa9,rbqa9,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa10,rbqa10,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa11,rbqa11,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa12,rbqa12,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa13,rbqa13,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa14,rbqa14,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa15,rbqa15,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa16,rbqa16,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa17,rbqa17,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa18,rbqa18,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa19,rbqa19,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa20,rbqa20,,,Child,var,,,1.0,1.0,,,,,,
ado,rbqa,rbqa01,rbqa_total,rbqa_total,,,Child,comp,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads1,rcads_1,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads2,rcads_2,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads3,rcads_3,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads4,rcads_4,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads5,rcads_5,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads6,rcads_6,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads7,rcads_7,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads8,rcads_8,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads9,rcads_9,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads10,rcads_10,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads11,rcads_11,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads12,rcads_12,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads13,rcads_13,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads14,rcads_14,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads15,rcads_15,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads16,rcads_16,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads17,rcads_17,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads18,rcads_18,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads19,rcads_19,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads20,rcads_20,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads21,rcads_21,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads22,rcads_22,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads23,rcads_23,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads24,rcads_24,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads25,rcads_25,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads26,rcads_26,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads27,rcads_27,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads28,rcads_28,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads29,rcads_29,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads30,rcads_30,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads31,rcads_31,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads32,rcads_32,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads33,rcads_33,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads34,rcads_34,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads35,rcads_35,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads36,rcads_36,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads37,rcads_37,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads38,rcads_38,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads39,rcads_39,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads40,rcads_40,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads41,rcads_41,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads42,rcads_42,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads43,rcads_43,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads44,rcads_44,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads45,rcads_45,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads46,rcads_46,,,Child,var,,,1.0,1.0,,,,,,
ado,rcads,rcads01,rcads47,rcads_47,,,Child,var,,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps1,shaps1,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps2,shaps2,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps3,shaps3,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps4,shaps4,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps5,shaps5,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps6,shaps6,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps7,shaps7,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps8,shaps8,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps9,shaps9,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps10,shaps10,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps11,shaps11,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps12,shaps12,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps13,shaps13,,,Child,var,plus1,,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps14,shaps14,Reverse 1-4 range,,Child,var,plus1_rev,,1.0,1.0,,,,,,
ado,shaps,shaps01,,shaps_total,,,Child,fixed,,999.0,1.0,1.0,,,,,,
ado,shaps,shaps01,shaps_total,shaps_total_dichotomous,,,Child,comp,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state1,stai1,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state2,stai2,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state3,stai3,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state4,stai_state4_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state5,stai5,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state6,stai6,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state7,stai7,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state8,stai_state8_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state9,stai_state9_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state10,stai10,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state11,stai11,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state12,stai12,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state13,stai13,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state14,stai_state14_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state15,stai15,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state16,stai16,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state17,stai17,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state18,stai_state18_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state19,stai_state19_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state20,stai20,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_state,stai01_ado,stai_state_total,staiy_state,,,Child,comp,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait1,stai21,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait2,stai_trait2_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait3,stai_trait3_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait4,stai24,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait5,stai_trait5_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait6,stai26,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait7,stai27,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait8,stai28,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait9,stai29,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait10,stai30,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait11,stai_trait11_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait12,stai32,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait13,stai33,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait14,stai_trait14_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait15,stai_trait15_i,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait16,stai36,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait17,stai37,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait18,stai38,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait19,stai39,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait20,stai40,,,Child,var,,,1.0,1.0,,,,,,
ado,stai_trait,stai01_ado,stai_trait_total,staiy_trait,,,Child,comp,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,tanner1,tanner1,,,Child,var,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,tanner2,tanner2,,,Child,var,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,tanner3,tanner3,,,Child,var,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,tanner4,tanner4,,,Child,var,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,tanner5,tanner5,,,Child,var,,,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,,tsmfemale,,,Child,fixed,,9.0,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,,tsmmale,,,Child,fixed,,9.0,1.0,1.0,,,,,,
ado,tanner,tanner_sms01,,tsmboth,,,Child,fixed,,9.0,1.0,1.0,,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_CR,CPW_CR,,,Child,var,,,,,CPW Total Correct Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_W_RTCR,CPW_W_RTCR,,,Child,var,,,,,Weighted Median Response Time for CPW Ttoal Correct Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_RTCR,CPW_RTCR,,,Child,var,,,,,CPW Median Total Crrect Response Time (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_ER,CPW_ER,,,Child,var,,,,,CPW Total Incorrect Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_W_RTER,CPW_W_RTER,,,Child,var,,,,,CPW Weighted Median Total Incorrect Response Time (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_RTER,CPW_RTER,,,Child,var,,,,,CPW Median Total Incorrect Response time (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_TP,CPW_TP,,,Child,var,,,,,CPW True Positive Reponses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_TN,CPW_TN,,,Child,var,,,,,CPW True Negative Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_FP,CPW_FP,,,Child,var,,,,,CPW False Positive Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_FN,CPW_FN,,,Child,var,,,,,CPW False Negative Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_TPRT,CPW_TPRT,,,Child,var,,,,,Median Response Time for CPW True Positive Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_TNRT,CPW_TNRT,,,Child,var,,,,,Median Response Time for CPW True NegativeResponses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_FPRT,CPW_FPRT,,,Child,var,,,,,Median Response Time for CPW False Positive Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_FNRT,CPW_FNRT,,,Child,var,,,,,Median Response Time for CPW False Negative Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_RT,CPW_RT,,,Child,var,,,,,CPW Median Total Response Time (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_LRSR,CPW_LRSR,,,Child,var,,,,,CPW Longest Run of Same Responses,,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_LRSR_200,CPW_LRSR_200,,,Child,var,,,,,CPW Longest Run of Same Responses under 200 (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.CPW_CNT_200,CPW_CNT_200,,,Child,var,,,,,CPW Total Count under 200 (ms),,,,,
penn,Penn Word Memory Test,pwmt01,KCPW_A.valid_code,valid_code,,,Child,var,,,,,notes,,,,,
penn,Penn Word Memory Test,pwmt01,,cpw_form,,,Child,fixed,,KCPW_A,,,Form used/assessment name,,,,,
penn,Penn Matrix Reasoning Test,pmat01,,version_form,,,Child,fixed,,24A,,,Form of this Administration,,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.PMAT24_A_CR,PMAT24_A_CR,,,Child,var,,,,,Total Correct Responses,,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.PMAT24_A_SI,PMAT24_A_SI,,,Child,var,,,,,Items not presented because maximum errors allowed reached,,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.PMAT24_A_RTCR,PMAT24_A_RTCR,,,Child,var,to_int,,,,Median Response Time for Correct Responses (ms),,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.PMAT24_A_RTER,PMAT24_A_RTER,,,Child,var,to_int,,,,Median Response time for Incorrect Responses (ms),,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.PMAT24_A_RTTO,PMAT24_A_RTTO,,,Child,var,to_int,,,,Median Response Time for All Responses (m),,,,,
penn,Penn Matrix Reasoning Test,pmat01,PMAT24_A.valid_code,valid_code,,,Child,var,,,,,notes,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_FC,er40_d_fc,,,Child,var,,,,,ER40 Correct Female Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_MC,er40_d_mc,,,Child,var,,,,,ER40 Correct Male Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_ANGRT,er40_d_angrt,,,Child,var,,,,,Median Response Time for ER40 Correct Anger Identifications (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_FEARRT,er40_d_fearrt,,,Child,var,,,,,Median Response Time for ER40 Correct Fear Identifications (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_HAPRT,er40_d_haprt,,,Child,var,,,,,Median Response Time for ER40 Correct Happy Identifications (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_NOERT,er40_d_noert,,,Child,var,,,,,Median Response Time for ER40 Correct Neutral Identifications (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_SADRT,er40_d_sadrt,,,Child,var,,,,,Median Response Time for ER40 Correct Sad Identifications (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,,version_form,,,Child,fixed,,ER40D,,,Form used/assessment name,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_CR,er40_d_cr,,,Child,var,,,,,Correct Responses,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_RTCR,er40_d_rtcr,,,Child,var,,,,,Correct Responses Median Response Time (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_RT,er40_d_rt,,,Child,var,,,,,Overall Median Response Time (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_FCRT,er40_d_fcrt,,,Child,var,,,,,Correct Female Identifications Median Response Time (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_MCRT,er40_d_mcrt,,,Child,var,,,,,Correct Male Identifications Median Response Time (ms),,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_ANG,er40_d_ang,,,Child,var,,,,,Correct Anger Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_FEAR,er40_d_fear,,,Child,var,,,,,Correct Fear Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_HAP,er40_d_hap,,,Child,var,,,,,Correct Happy Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_NOE,er40_d_noe,,,Child,var,,,,,Correct Neutral Identifications,,,,,
penn,Penn Emotion Regonition Test,er4001,ER40_D.ER40D_SAD,er40_d_sad,,,Child,var,,,,,Correct Sad Identifications,,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_6mo_200,sv_6mo_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 6mo, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_3yr_200,sv_3yr_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 3yr, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_1mo_200,sv_1mo_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 1mo, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_5yr_200,sv_5yr_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 5yr, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_10yr_200,sv_10yr_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 10yr, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_1yr_200,sv_1yr_200,,,Child,var,,,,,"Subject for Delay / Indifference Point 1yr, Delay Amount $200",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_6mo_40000,sv_6mo_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 6mo, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_3yr_40000,sv_3yr_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 3yr, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_1mo_40000,sv_1mo_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 1mo, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_5yr_40000,sv_5yr_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 5yr, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_10yr_40000,sv_10yr_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 10yr, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.SV_1yr_40000,sv_1yr_40000,,,Child,var,,,,,"Subject for Delay / Indifference Point 1yr, Delay Amount $40000",,,,,
penn,Delay Discounting Task,deldisk01,DDISC.AUC_200,auc_200,,,Child,var,,,,,Area Under the Curve for Delay Amount $200,,,,,
penn,Delay Discounting Task,deldisk01,DDISC.AUC_40000,auc_40000,,,Child,var,,,,,Area Under the Curve for Delay Amount $40000,,,,,
par,cbcl,cbcl01,,sports_time1,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,sports_well1,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,sports_time2,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,sports_well2,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,sports_time3,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,sports_well3,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr1,cbcl1,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr2,cbcl2,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr3,cbcl3,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr4,cbcl4,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr5,cbcl5,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr6,cbcl6,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr7,cbcl7,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr8,cbcl8,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr9,cbcl9,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr10,cbcl10,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr11,cbcl11,,,Parent,var,,999.0,,1.0,,,,,,
